query_id,pregunta,estrategia,hit,rank_encontrado,ndcg_10,map_10
Q70,¿Cómo se determina la Probabilidad de Incumplimiento para créditos clasificados en etapa 3?,2_Baseline_Semántico,1,1,1.0,1.0
Q71,¿Qué criterios deben seguir las instituciones para migrar un crédito de una etapa de riesgo a otra?,2_Baseline_Semántico,1,1,1.0,1.0
Q72,¿Qué se consideraría un crédito personal?,2_Baseline_Semántico,1,1,1.0,1.0
Q73,¿Qué tipos de garantías pueden ser consideradas por las instituciones para la estimación de la Severidad de la Pérdida de los créditos?,2_Baseline_Semántico,1,1,1.0,1.0
Q74,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito según el incremento significativo del riesgo crediticio?,2_Baseline_Semántico,1,1,1.0,1.0
Q75,¿Qué se entiendo por saldo a pagar?,2_Baseline_Semántico,1,1,1.0,1.0
Q76,¿Cómo se determina la reservas para los créditos en etapa 2?,2_Baseline_Semántico,1,1,1.0,1.0
Q77,¿Cómo deben las instituciones calcular la Exposición al Incumplimiento para créditos donde el saldo es menor que el límite de crédito?,2_Baseline_Semántico,1,1,1.0,1.0
Q78,¿Se pueden reportar tasas de interés en cero?,2_Baseline_Semántico,1,1,1.0,1.0
Q79,¿Cuándo no exista información del acreditado en las sociedades de información crediticia que factor de riesgo se aplica?,2_Baseline_Semántico,1,1,1.0,1.0
Q80,¿Cuál es la fórmula regulatoria para calcular el Coeficiente de Cobertura de Liquidez?,2_Baseline_Semántico,1,1,1.0,1.0
Q81,¿Cómo se determina el flujo de salida contingente por operaciones con instrumentos financieros derivados?,2_Baseline_Semántico,1,1,1.0,1.0
Q82,¿Cómo se calcula el flujo total de entrada de efectivo?,2_Baseline_Semántico,1,1,1.0,1.0
Q83,¿Qué factor de salida se aplica a depósitos en cuentas transaccionales de personas físicas cubiertos por el IPAB?,2_Baseline_Semántico,1,2,0.6309297535714575,0.5
Q84,¿Cómo se registran las operaciones de compra-venta fecha valor para calcular el coeficiente de cobertura de liquidez?,2_Baseline_Semántico,1,1,1.0,1.0
Q85,¿Cuál es la fórmula regulatoria para calcular el Coeficiente de Financiamiento Estable Neto y cómo debe expresarse el resultado porcentual?,2_Baseline_Semántico,1,1,1.0,1.0
Q86,¿Con qué periodicidad debe reportarse el CFEN al Banco de México y a qué fecha de cálculo corresponde?,2_Baseline_Semántico,1,1,1.0,1.0
Q87,¿Qué se entiende por Monto de Financiamiento Estable Disponible para efectos del CFEN?,2_Baseline_Semántico,1,1,1.0,1.0
Q88,¿Qué se entiende por Monto de Financiamiento Estable Requerido para efectos del CFEN?,2_Baseline_Semántico,1,1,1.0,1.0
Q89,"¿Qué factor de financiamiento estable disponible se asigna al capital fundamental, capital básico no fundamental y pasivos con plazo residual igual o mayor a un año?",2_Baseline_Semántico,1,1,1.0,1.0
Q90,¿Cuál es la definición de liquidez intradía según las herramientas de monitoreo del Comité de Basilea?,2_Baseline_Semántico,1,1,1.0,1.0
Q91,¿Cuáles son las principales fuentes propias de liquidez intradía que puede utilizar un banco durante el día hábil?,2_Baseline_Semántico,1,1,1.0,1.0
Q92,¿Cómo se define un escenario de tensión de contraparte?,2_Baseline_Semántico,1,1,1.0,1.0
Q93,¿Cómo se calcula el uso máximo diario de liquidez intradía a partir de la posición neta acumulada de pagos enviados y recibidos?,2_Baseline_Semántico,1,1,1.0,1.0
Q94,¿Qué son las obligaciones con horario específico y por qué su incumplimiento puede generar riesgo financiero o reputacional?,2_Baseline_Semántico,1,1,1.0,1.0
Q95,¿Para consumo no revolvente cómo se define el pago realizado?,2_Baseline_Semántico,1,2,0.6309297535714575,0.5
Q96,¿Cuál es la fórmula para calcular la Probabilidad de Incumplimiento (PI) de un crédito de nómina en Etapa 1 o 2?,2_Baseline_Semántico,1,1,1.0,1.0
Q97,¿Bajo qué condiciones un crédito de nómina pasa directamente a Etapa 3 de riesgo?,2_Baseline_Semántico,1,2,0.6309297535714575,0.5
Q98,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito y qué criterios deben seguir para la migración entre etapas?,2_Baseline_Semántico,1,1,1.0,1.0
Q99,¿Cuáles son los enfoques que las instituciones pueden adoptar para el cálculo de reservas preventivas y qué requisitos deben cumplir para cada enfoque?,2_Baseline_Semántico,1,1,1.0,1.0
Q100,¿Cómo se determina la Probabilidad de Incumplimiento para créditos clasificados en etapa 3?,2_Baseline_Semántico,1,1,1.0,1.0
Q101,¿Qué criterios deben seguir las instituciones para migrar un crédito de una etapa de riesgo a otra?,2_Baseline_Semántico,1,1,1.0,1.0
Q102,¿Qué se consideraría un crédito personal?,2_Baseline_Semántico,1,1,1.0,1.0
Q103,¿Qué tipos de garantías pueden ser consideradas por las instituciones para la estimación de la Severidad de la Pérdida de los créditos?,2_Baseline_Semántico,1,1,1.0,1.0
Q104,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito según el incremento significativo del riesgo crediticio?,2_Baseline_Semántico,1,1,1.0,1.0
Q105,¿Qué se entiende por saldo a pagar?,2_Baseline_Semántico,1,1,1.0,1.0
Q106,¿Cómo se determina la reservas para los créditos en etapa 2?,2_Baseline_Semántico,1,1,1.0,1.0
Q107,¿Cómo deben las instituciones calcular la Exposición al Incumplimiento para créditos donde el saldo es menor que el límite de crédito?,2_Baseline_Semántico,1,1,1.0,1.0
Q108,¿Se pueden reportar tasas de interés en cero?,2_Baseline_Semántico,1,1,1.0,1.0
Q109,¿Cuándo no exista información del acreditado en las sociedades de información crediticia que factor de riesgo se aplica?,2_Baseline_Semántico,1,1,1.0,1.0
