query_id,pregunta,respuesta_ciega,texto_clave_esperado,hit_ciego,duracion_segundos
Q11,¿Cuál es el CCL mínimo para Escenario I en instituciones de entre 13 y 24 meses de operación?,"El CCL (Coeficiente de Capital de Nivel 1) mínimo para el Escenario I en instituciones bancarias que tienen entre 13 y 24 meses de operación es del 4%. Este requerimiento es parte de las regulaciones establecidas para asegurar la solidez y estabilidad del sistema financiero. Sin embargo, es importante verificar la normativa específica vigente en el país o región correspondiente, ya que puede haber variaciones o actualizaciones en las regulaciones.","Escenario I, cuando el Coeficiente de Cobertura de Liquidez correspondiente a cada día del mes calendario inmediato anterior sea al menos de 60 por ciento.",0,1.2584
Q12,¿Qué medida debe tomar una institución en Escenario III respecto a sus operaciones?,"En el contexto de regulación financiera bancaria, el ""Escenario III"" generalmente se refiere a un entorno de estrés o crisis económica donde las instituciones financieras enfrentan desafíos significativos. En este escenario, una medida clave que debe tomar una institución es fortalecer su capital y liquidez. Esto puede incluir:

1. **Aumentar el capital regulatorio**: Asegurarse de que el capital disponible cumpla con los requisitos regulatorios y que haya un colchón adicional para absorber pérdidas.

2. **Revisar la gestión de riesgos**: Implementar o reforzar políticas de gestión de riesgos para identificar, medir y mitigar riesgos potenciales en sus operaciones.

3. **Mejorar la liquidez**: Aumentar la reserva de activos líquidos para garantizar que la institución pueda cumplir con sus obligaciones a corto plazo.

4. **Reducir la exposición a activos de alto riesgo**: Reevaluar y, si es necesario, desinvertir en activos que presenten un alto riesgo de impago o que sean volátiles.

5. **Fortalecer la comunicación con reguladores**: Mantener un diálogo abierto con las autoridades regulatorias para asegurar que se cumplan las expectativas y se tomen medidas adecuadas en caso de deterioro de la situación financiera.

Estas medidas son fundamentales para asegurar la estabilidad de la institución y proteger los intereses de los depositantes y otras partes interesadas.","Abstenerse de celebrar operaciones cuya realización genere que su Coeficiente de Cobertura de Liquidez se deteriore, hasta en tanto no se ubiquen en el escenario I.",0,2.5238
Q13,¿Qué restricciones de dividendos aplican en el Escenario IV de CCL?,"En el contexto de la regulación financiera bancaria, el Escenario IV de CCL (Capital Conservation Buffer) se refiere a un marco regulatorio que establece restricciones sobre la distribución de dividendos y otras formas de remuneración a los accionistas en situaciones de estrés financiero. 

En este escenario, las entidades bancarias deben cumplir con ciertos requisitos de capital y, si no alcanzan los niveles mínimos establecidos, se les restringe la capacidad de pagar dividendos. Generalmente, las restricciones pueden incluir:

1. **Limitación en el pago de dividendos**: Los bancos pueden estar prohibidos de pagar dividendos si su capital regulatorio cae por debajo de un umbral específico.
2. **Requerimientos de capital**: Los bancos deben mantener un nivel de capital por encima de los requisitos mínimos establecidos por las autoridades regulatorias. Si no lo hacen, se les puede exigir que retengan ganancias en lugar de distribuirlas.
3. **Ajustes en la remuneración**: Además de los dividendos, puede haber restricciones en la remuneración de los ejecutivos y otros pagos a los accionistas.

Estas medidas están diseñadas para asegurar que los bancos mantengan suficiente capital para absorber pérdidas y seguir operando de manera estable, especialmente en tiempos de crisis económica.","Suspender el pago de dividendos, así como cualquier mecanismo o acto que implique una transferencia de beneficios patrimoniales, en tanto no se ubique en el escenario I.",0,2.7982
Q14,¿Cómo deben valuarse los títulos conservados a vencimiento para el CCL?,"Los títulos conservados a vencimiento para el CCL (Contabilidad de Cuentas de Liquidación) deben valuarse al costo amortizado. Esto implica que se deben registrar al costo de adquisición, ajustado por los pagos de principal y los intereses devengados, menos cualquier deterioro por pérdidas esperadas. La valuación al costo amortizado se utiliza para reflejar de manera más precisa el valor de los activos a lo largo del tiempo, considerando los flujos de efectivo esperados y el rendimiento efectivo de los títulos.",Las Instituciones deberán valuar los títulos conservados a vencimiento a su valor de mercado.,0,1.3313
Q15,¿Qué criterio aplica si una misma operación tiene más de un factor de salida en el Anexo 2?,"En el contexto de la regulación financiera bancaria, específicamente en relación con el Anexo 2 de la normativa que regula las operaciones y su clasificación, si una misma operación tiene más de un factor de salida, se debe aplicar el criterio de jerarquía o prelación. Esto implica que se debe identificar cuál de los factores de salida es el más relevante o significativo para la operación en cuestión.

Generalmente, se prioriza el factor que tenga un mayor impacto en la evaluación del riesgo o en la clasificación de la operación. Si no se puede determinar un factor predominante, se puede considerar la posibilidad de aplicar un enfoque proporcional o ponderado, evaluando la relevancia de cada factor en el contexto específico de la operación.

Es importante consultar la normativa específica aplicable y cualquier guía emitida por la autoridad reguladora correspondiente para asegurar el cumplimiento adecuado de los criterios establecidos.","En caso de que, de conformidad con lo previsto por el Anexo 2 de las presentes disposiciones, a una misma operación le corresponda más de un factor de salida, la Institución deberá utilizar el factor de salida más alto.",0,2.5544
Q16,¿Cómo se determina la fecha de vencimiento para los flujos de entrada de efectivo?,"La fecha de vencimiento para los flujos de entrada de efectivo en el contexto de la regulación financiera bancaria se determina generalmente en función de varios factores, que incluyen:

1. **Tipo de instrumento financiero**: Dependiendo de si se trata de préstamos, bonos, depósitos u otros instrumentos, la fecha de vencimiento puede estar estipulada en el contrato o acuerdo correspondiente.

2. **Condiciones contractuales**: Los términos específicos acordados entre las partes involucradas, como tasas de interés, plazos de pago y condiciones de amortización, influirán en la fecha de vencimiento.

3. **Regulaciones y normativas**: Las regulaciones financieras y contables aplicables pueden establecer requisitos sobre cómo y cuándo se deben reconocer los flujos de efectivo, lo que puede afectar la determinación de la fecha de vencimiento.

4. **Ciclo de negocio**: En algunos casos, la fecha de vencimiento puede estar alineada con el ciclo operativo de la entidad, considerando factores como la estacionalidad o la previsión de ingresos.

5. **Prácticas del mercado**: Las convenciones del mercado y las prácticas estándar en la industria también pueden influir en la determinación de las fechas de vencimiento.

En resumen, la fecha de vencimiento para los flujos de entrada de efectivo se establece a partir de una combinación de factores contractuales, regulatorios y de mercado.","Para determinar el plazo de las operaciones a que hace referencia la fracción I del presente artículo, las Instituciones deberán tomar como fecha de vencimiento la última fecha en que contractualmente podrían exigir su pago.",0,4.4957
Q17,¿Qué medida adicional se aplica a las Instituciones que se ubiquen en el escenario V de CCL?,"En el contexto de la regulación financiera bancaria, el escenario V de CCL (Condiciones de Capital y Liquidez) se refiere a un marco específico que puede implicar condiciones más estrictas para las instituciones financieras. Aunque no tengo acceso a información específica sobre el escenario V de CCL, en general, las medidas adicionales que se aplican a las instituciones en escenarios de mayor riesgo suelen incluir:

1. **Requerimientos de capital más altos**: Las instituciones pueden estar obligadas a mantener un nivel de capital adicional para absorber pérdidas potenciales.

2. **Pruebas de estrés más rigurosas**: Se pueden requerir simulaciones más exhaustivas para evaluar la resiliencia de la institución ante escenarios adversos.

3. **Limitaciones en la distribución de dividendos**: Puede haber restricciones sobre la capacidad de la institución para distribuir utilidades a los accionistas.

4. **Monitoreo y supervisión más intensivos**: Las autoridades regulatorias pueden aumentar la frecuencia y profundidad de la supervisión.

5. **Planes de recuperación y resolución**: Se puede exigir que las instituciones desarrollen y mantengan planes detallados para abordar situaciones de crisis.

Es importante consultar la normativa específica y las directrices emitidas por las autoridades regulatorias pertinentes para obtener información precisa sobre las medidas aplicables en el escenario V de CCL.","En el escenario V, además de las medidas aplicables a las Instituciones que se ubiquen en el escenario IV, la suspensión del pago de dividendos, así como de cualquier mecanismo o acto que implique una transferencia de beneficios patrimoniales, en tanto no se dé cabal cumplimiento al Plan de Restauración de Liquidez.",0,3.5549
Q18,¿Cuál es la restricción al incluir activos líquidos de entidades extranjeras en el cálculo consolidado?,"La restricción al incluir activos líquidos de entidades extranjeras en el cálculo consolidado se basa principalmente en la necesidad de garantizar la calidad y la liquidez de dichos activos. En muchos marcos regulatorios, como Basilea III, se establece que los activos líquidos deben ser de alta calidad y fácilmente convertibles en efectivo sin una pérdida significativa de valor. 

Además, los activos líquidos de entidades extranjeras pueden estar sujetos a riesgos adicionales, como el riesgo de cambio y la falta de acceso a mercados locales, lo que puede afectar su liquidez en situaciones de estrés. Por lo tanto, las regulaciones suelen limitar la inclusión de estos activos en el cálculo de los requisitos de liquidez, exigiendo que sean activos que cumplan con criterios específicos de calidad y que estén denominados en la moneda de la jurisdicción del banco o en monedas de alta calidad. 

En resumen, la restricción se centra en asegurar que los activos líquidos considerados en el cálculo consolidado sean de alta calidad y que su liquidez no esté comprometida por factores externos.",No podrán incluir Activos Líquidos Computables en posesión de una Entidad Objeto de Consolidación establecida en un país extranjero por un monto mayor al Flujo Neto Total de Salida de Efectivo de dicha Entidad Objeto de Consolidación.,0,2.8936
Q19,¿Cómo debe considerarse la cartera de crédito para el cálculo del CFEN?,"La cartera de crédito debe considerarse en el cálculo del Capital de Primera Clase (CFEN) de acuerdo con las normativas establecidas por los organismos reguladores, como Basilea III. En este contexto, la cartera de crédito se evalúa en función de su riesgo crediticio, lo que implica clasificar los activos en diferentes categorías de riesgo.

Para el cálculo del CFEN, se deben tener en cuenta los siguientes aspectos:

1. **Clasificación de Activos**: Los créditos deben ser clasificados según su riesgo, lo que incluye la evaluación de la calidad crediticia de los prestatarios y la probabilidad de incumplimiento.

2. **Ponderación por Riesgo**: Cada categoría de activos tiene una ponderación de riesgo asignada, que se utiliza para calcular el riesgo ponderado de los activos (RWA, por sus siglas en inglés). Esto implica que los créditos de mayor riesgo tendrán un mayor impacto en el cálculo del CFEN.

3. **Provisión para Pérdidas**: Las provisiones para pérdidas crediticias deben ser consideradas, ya que afectan la cantidad de capital que se requiere mantener para cubrir posibles pérdidas.

4. **Requerimientos de Capital**: El CFEN se calcula como un porcentaje del total de los activos ponderados por riesgo, y la cartera de crédito es un componente clave en este cálculo. Los bancos deben mantener un nivel mínimo de capital en relación con su cartera de crédito para asegurar su solvencia y estabilidad.

En resumen, la cartera de crédito se considera fundamental en el cálculo del CFEN, ya que su riesgo asociado influye directamente en los requerimientos de capital que deben cumplir las entidades bancarias.",La cartera de crédito deberá considerarse neta de reservas preventivas.,0,3.4693
Q20,¿Cómo se tratan las operaciones fecha valor en el CFEN?,"En el contexto del CFEN (Centro de Finanzas y Economía Nacional) en algunos países, las operaciones de fecha valor se refieren a transacciones financieras que se registran en una fecha diferente a la fecha en que se efectúa el pago o la liquidación. Estas operaciones son comunes en el ámbito bancario y financiero, ya que permiten a las instituciones gestionar su liquidez y sus posiciones de efectivo de manera más eficiente.

En general, las operaciones de fecha valor se tratan de la siguiente manera:

1. **Registro Contable**: Las transacciones se registran en los libros contables de la entidad en la fecha en que se efectúan, pero el efecto en la cuenta de efectivo se realiza en la fecha valor acordada. Esto implica que, aunque la transacción se contabiliza en un momento, su impacto en la liquidez se refleja en otro.

2. **Cálculo de Intereses**: Dependiendo de la naturaleza de la operación, se pueden calcular intereses sobre el monto involucrado desde la fecha de la operación hasta la fecha valor. Esto es especialmente relevante en operaciones de crédito o inversión.

3. **Reportes y Regulaciones**: Las entidades deben asegurarse de que estas operaciones se reporten adecuadamente en sus estados financieros y cumplan con las regulaciones pertinentes. Esto incluye la divulgación de la naturaleza de las operaciones de fecha valor y su impacto en la posición financiera de la entidad.

4. **Gestión de Riesgos**: Las operaciones de fecha valor pueden implicar riesgos de liquidez y de tasa de interés, por lo que es fundamental que las instituciones implementen políticas adecuadas para gestionar estos riesgos.

Es importante que cada entidad financiera siga las normativas específicas que rigen las operaciones de fecha valor en su jurisdicción, así como las directrices del regulador correspondiente.","Las operaciones fecha valor se consideran como si estas ya hubieran sido liquidadas, es decir, los activos a recibir por operaciones fecha valor tendrán el tratamiento como si ya se encontraran en la tenencia de la Institución y los activos a entregar como si ya se hubieran entregado.",0,3.7097
Q21,¿Cómo se calcula el plazo de las operaciones para el CFEN?,"El plazo de las operaciones para el Comité de Supervisión Bancaria de Basilea (CFEN) se calcula considerando la duración de las transacciones financieras, que puede incluir préstamos, depósitos y otros instrumentos financieros. Generalmente, el plazo se determina a partir de la fecha de inicio de la operación hasta la fecha de vencimiento o liquidación.

Para calcularlo, se deben seguir estos pasos:

1. **Identificación de la operación**: Determinar el tipo de operación financiera y sus características específicas.
2. **Fecha de inicio**: Establecer la fecha en que se inicia la operación.
3. **Fecha de vencimiento**: Identificar la fecha en que la operación debe ser liquidada o finalizada.
4. **Cálculo del plazo**: Restar la fecha de inicio de la fecha de vencimiento para obtener la duración total de la operación, que se puede expresar en días, meses o años, según sea necesario.

Es importante tener en cuenta que, en el contexto de la regulación financiera, el plazo puede influir en la evaluación del riesgo y en la gestión de la liquidez de las instituciones financieras.","Deberá consistir en el plazo remanente de la vigencia de la operación de que se trate, calculado como aquel que deba transcurrir desde la fecha del cálculo del Coeficiente de Financiamiento Estable Neto que corresponda en términos de las presentes disposiciones hasta la fecha de vencimiento de dicha operación.",0,3.6296
Q22,¿Qué supuesto aplica para determinar el plazo remanente de los activos con opciones?,"En el contexto de la regulación financiera bancaria, el supuesto que se aplica para determinar el plazo remanente de los activos con opciones es el de la ""opción de ejercicio"". Esto implica que se considera el plazo hasta la fecha de ejercicio de la opción, en lugar del vencimiento final del activo subyacente. 

En particular, para los activos con opciones de compra (call) o de venta (put), se evalúa el plazo remanente en función de la fecha en que se espera que la opción sea ejercida, lo que puede ser antes del vencimiento del activo. Esto es relevante para la gestión del riesgo de liquidez y la evaluación de la duración de los activos en el balance de una entidad financiera. 

Además, en la regulación de Basilea, se pueden aplicar métodos específicos para calcular el riesgo de tasa de interés en los activos con opciones, considerando su comportamiento y la probabilidad de ejercicio de las opciones.",Se deberá suponer que las respectivas contrapartes de la Institución de que se trate ejercerán la opción que se haya pactado respecto de las operaciones que correspondan para prolongar su plazo de vencimiento.,0,2.2559
Q23,¿Qué supuesto aplica para determinar el plazo remanente de los pasivos con opciones?,"El supuesto que se aplica para determinar el plazo remanente de los pasivos con opciones es el de la ""opción de ejercicio anticipado"". Esto implica que se considera la posibilidad de que el titular de la opción ejerza su derecho antes de la fecha de vencimiento. En el caso de los pasivos con opciones, como los depósitos a la vista o ciertos tipos de bonos, se evalúa el comportamiento histórico y las condiciones del mercado para estimar el plazo remanente, teniendo en cuenta la probabilidad de que los titulares ejerzan sus opciones en diferentes momentos. Esto permite a las instituciones financieras gestionar adecuadamente el riesgo de liquidez y la duración de sus pasivos.",Se deberá suponer que los respectivos acreedores ejercerán la opción de amortización anticipada en la primera fecha posible que se haya pactado respecto de las operaciones que correspondan.,0,1.6575
Q24,¿Cómo se determina el plazo de pago para créditos de cuenta corriente dispuestos por tarjetas de crédito?,"El plazo de pago para créditos de cuenta corriente dispuestos por tarjetas de crédito se determina generalmente por las políticas del emisor de la tarjeta y puede variar según varios factores. A continuación, se describen algunos de los elementos que influyen en la determinación de este plazo:

1. **Condiciones del contrato**: Al momento de la emisión de la tarjeta, el titular acepta un contrato que especifica las condiciones de uso, incluyendo el plazo de pago. Este plazo puede ser mensual y suele estar relacionado con el ciclo de facturación.

2. **Ciclo de facturación**: Las tarjetas de crédito tienen ciclos de facturación que suelen ser de 30 días. Al final de cada ciclo, el emisor envía un estado de cuenta que detalla el saldo, los pagos mínimos requeridos y la fecha de vencimiento para el pago total o mínimo.

3. **Tasa de interés**: Si el saldo no se paga en su totalidad antes de la fecha de vencimiento, se aplican intereses sobre el saldo pendiente. La tasa de interés puede influir en la decisión del titular sobre el plazo de pago, ya que un saldo mayor puede resultar en mayores costos financieros.

4. **Políticas del emisor**: Cada entidad financiera puede tener políticas diferentes respecto a los plazos de pago, incluyendo promociones que ofrecen períodos de gracia o tasas de interés reducidas por pagos anticipados.

5. **Regulaciones locales**: En algunos países, las regulaciones financieras pueden establecer límites o requisitos sobre los plazos de pago y las tasas de interés aplicables a los créditos de tarjetas de crédito.

En resumen, el plazo de pago para créditos de cuenta corriente dispuestos por tarjetas de crédito se establece en función de las condiciones contractuales, el ciclo de facturación, las políticas del emisor y las regulaciones aplicables.",Se deberá asumir que el acreditado solo pagará el monto mínimo exigible en cada uno de los plazos.,0,4.8733
Q25,¿Qué nivel de CFEN se requiere para estar en el Escenario I?,"El Escenario I en el contexto de la regulación financiera bancaria, específicamente en relación con el cálculo del Capital de Primera Clase (CFEN), generalmente se refiere a un nivel mínimo de capital que las entidades deben mantener para asegurar su solvencia y estabilidad. Sin embargo, el nivel específico de CFEN requerido puede variar según la jurisdicción y el marco regulatorio aplicable.

En muchos casos, el Escenario I puede implicar que las entidades deben mantener un CFEN que cumpla con los requisitos mínimos establecidos por los acuerdos de Basilea, que suelen ser del 4% del riesgo ponderado de activos (RWA) para el capital de nivel 1. Es importante consultar la normativa específica del país o región en cuestión para obtener el porcentaje exacto y los requisitos adicionales que puedan aplicarse.

Si necesitas información más detallada o específica sobre un país o regulación particular, por favor indícalo.",Aquella Institución cuyo Coeficiente de Financiamiento Estable Neto correspondiente al más reciente mes calendario reportado sea al menos de 100 por ciento.,0,1.9973
Q26,¿Qué obligación surge cuando una Institución se ubica en un escenario distinto al I en 3 o más ocasiones en 12 meses?,"Cuando una institución bancaria se ubica en un escenario distinto al I (que generalmente se refiere a un escenario de riesgo bajo o normal) en 3 o más ocasiones en un período de 12 meses, surge la obligación de implementar un plan de acción correctivo. Esto puede incluir la necesidad de mejorar sus prácticas de gestión de riesgos, aumentar sus reservas de capital, o cumplir con requisitos regulatorios adicionales establecidos por la autoridad supervisora correspondiente. La intención de esta obligación es asegurar que la institución mantenga su estabilidad financiera y proteja los intereses de los depositantes y del sistema financiero en general.","Deberán presentar a su consejo de administración, así como a la Comisión y al Banco de México... un informe detallado de su situación de liquidez que deberá de ser acompañado por una explicación con las causas que ocasionaron que las medidas que se hubieran adoptado... no hayan resultado efectivas.",0,1.4722
