query_id,pregunta,estrategia,hit,rank_encontrado,ndcg_10,map_10
Q27,¿Qué plazo tiene una institución en Escenario II para presentar un plan de restauración de CFEN?,3_Híbrido_Simple,1,1,1.0,1.0
Q28,¿Qué medida adicional aplica a las Instituciones en Escenario III de CFEN?,3_Híbrido_Simple,1,9,0.3010299956639812,0.1111111111111111
Q29,¿Qué metodología se aplica para activos y pasivos por derivados en el CFEN?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q30,¿Qué ponderación de financiamiento estable disponible tienen los pasivos con plazo residual igual o mayor a un año?,3_Híbrido_Simple,1,6,0.3562071871080222,0.16666666666666666
Q31,¿Cómo deben tratarse las amortizaciones parciales de capital en el cálculo del plazo para el CFEN?,3_Híbrido_Simple,1,1,1.0,1.0
Q32,¿Qué factor de financiamiento estable requerido aplica a la cartera hipotecaria de vivienda con ponderación de riesgo menor o igual al 35%?,3_Híbrido_Simple,1,3,0.5,0.3333333333333333
Q33,"¿Cuál es el factor de financiamiento estable requerido para la caja, los billetes y las monedas?",3_Híbrido_Simple,0,-1,0.0,0.0
Q34,¿Qué debe contener el informe detallado que presentan las Instituciones si se ubican en un escenario distinto al I en 3 ocasiones en 12 meses?,3_Híbrido_Simple,1,1,1.0,1.0
Q35,"¿A qué se refiere el término ""Coeficientes"" en la regulación?",3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q36,¿Qué operaciones deben incluir las Instituciones para el cálculo individual y consolidado?,3_Híbrido_Simple,1,1,1.0,1.0
Q37,¿Cuál es el criterio general para considerar el valor de las operaciones?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q38,¿Cómo se calcula la equivalencia en moneda nacional de montos en dólares de EE. UU.?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q39,¿Qué debe hacer una Institución si prevea ubicarse en un escenario distinto al I?,3_Híbrido_Simple,1,1,1.0,1.0
Q40,¿En cuánto tiempo el Banco de México verificará los cálculos reportados?,3_Híbrido_Simple,1,1,1.0,1.0
Q41,¿Cuál será el cálculo válido para todos los efectos legales?,3_Híbrido_Simple,1,1,1.0,1.0
Q42,¿Cuál es el objetivo de los planes de restauración de los Coeficientes?,3_Híbrido_Simple,1,1,1.0,1.0
Q43,¿Cuándo se considera que existe un incumplimiento a los requerimientos de liquidez?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q44,¿Qué información deben difundir trimestralmente las Instituciones en su página de Internet?,3_Híbrido_Simple,1,1,1.0,1.0
Q45,¿Quién es el encargado de aprobar el plan de restauración de los Coeficientes?,3_Híbrido_Simple,1,1,1.0,1.0
Q46,¿Cómo se realiza el cálculo de la equivalencia en moneda nacional de montos denominados en UDIs?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q47,¿Cómo se deben resolver las consultas sobre la aplicación de estas disposiciones?,3_Híbrido_Simple,1,1,1.0,1.0
Q48,¿Cuál es el objetivo principal del Principio 8 establecido por el Comité de Basilea?,3_Híbrido_Simple,1,3,0.5,0.3333333333333333
Q49,¿Cuáles son las herramientas de monitoreo que deben aplicar todos los bancos informantes (Categoría A)?,3_Híbrido_Simple,1,1,1.0,1.0
Q50,¿Qué datos deben reportar los bancos respecto a sus posiciones netas acumuladas negativas?,3_Híbrido_Simple,1,1,1.0,1.0
Q51,¿Cuál es el propósito de la herramienta de Pagos totales?,3_Híbrido_Simple,1,1,1.0,1.0
Q52,¿Qué implicaciones tiene el incumplimiento de las obligaciones con horario específico?,3_Híbrido_Simple,1,1,1.0,1.0
Q53,¿Cuáles son las herramientas específicas para bancos que prestan servicios de corresponsalía bancaria?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q54,¿Qué detalles deben incluir los bancos corresponsales al reportar las líneas de crédito intradía otorgadas?,3_Híbrido_Simple,1,1,1.0,1.0
Q55,¿Qué herramienta es exclusiva para los bancos que son participantes directos?,3_Híbrido_Simple,1,1,1.0,1.0
Q56,¿Qué permite evaluar el ritmo de liquidación intradía?,3_Híbrido_Simple,1,1,1.0,1.0
Q57,¿Cuáles son los escenarios de tensión que deben considerar los bancos?,3_Híbrido_Simple,1,1,1.0,1.0
Q58,¿Qué efecto puede tener una tensión financiera propia en un participante directo?,3_Híbrido_Simple,1,1,1.0,1.0
Q59,¿A qué nivel de la estructura organizacional deben aplicarse típicamente estas herramientas?,3_Híbrido_Simple,1,1,1.0,1.0
Q60,"En grupos bancarios transfronterizos, ¿cuál es la responsabilidad del supervisor de acogida respecto a una sucursal?",3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q61,¿Cuál es la fecha de implementación y la frecuencia inicial de reporte?,3_Híbrido_Simple,1,1,1.0,1.0
Q62,¿Quién es el responsable final de la presentación de los datos ante el supervisor?,3_Híbrido_Simple,1,1,1.0,1.0
Q63,¿Qué elementos se consideran fuentes propias de liquidez intradía?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q64,¿Qué indica una combinación de baja liquidez inicial y alta proporción de obligaciones con horario específico?,3_Híbrido_Simple,1,1,1.0,1.0
Q65,¿Para consumo no revolvente cómo se define el pago realizado?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q66,¿Cuál es la fórmula para calcular la Probabilidad de Incumplimiento (PI) de un crédito de nómina en Etapa 1 o 2?,3_Híbrido_Simple,1,4,0.43067655807339306,0.25
Q67,¿Bajo qué condiciones un crédito de nómina pasa directamente a Etapa 3 de riesgo?,3_Híbrido_Simple,1,1,1.0,1.0
Q68,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito y qué criterios deben seguir para la migración entre etapas?,3_Híbrido_Simple,1,1,1.0,1.0
Q69,¿Cuáles son los enfoques que las instituciones pueden adoptar para el cálculo de reservas preventivas y qué requisitos deben cumplir para cada enfoque?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q70,¿Cómo se determina la Probabilidad de Incumplimiento para créditos clasificados en etapa 3?,3_Híbrido_Simple,1,1,1.0,1.0
Q71,¿Qué criterios deben seguir las instituciones para migrar un crédito de una etapa de riesgo a otra?,3_Híbrido_Simple,1,1,1.0,1.0
Q72,¿Qué se consideraría un crédito personal?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q73,¿Qué tipos de garantías pueden ser consideradas por las instituciones para la estimación de la Severidad de la Pérdida de los créditos?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q74,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito según el incremento significativo del riesgo crediticio?,3_Híbrido_Simple,1,1,1.0,1.0
Q75,¿Qué se entiendo por saldo a pagar?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q76,¿Cómo se determina la reservas para los créditos en etapa 2?,3_Híbrido_Simple,1,1,1.0,1.0
Q77,¿Cómo deben las instituciones calcular la Exposición al Incumplimiento para créditos donde el saldo es menor que el límite de crédito?,3_Híbrido_Simple,1,1,1.0,1.0
Q78,¿Se pueden reportar tasas de interés en cero?,3_Híbrido_Simple,1,6,0.3562071871080222,0.16666666666666666
Q79,¿Cuándo no exista información del acreditado en las sociedades de información crediticia que factor de riesgo se aplica?,3_Híbrido_Simple,1,1,1.0,1.0
Q80,¿Cuál es la fórmula regulatoria para calcular el Coeficiente de Cobertura de Liquidez?,3_Híbrido_Simple,1,1,1.0,1.0
Q81,¿Cómo se determina el flujo de salida contingente por operaciones con instrumentos financieros derivados?,3_Híbrido_Simple,1,3,0.5,0.3333333333333333
Q82,¿Cómo se calcula el flujo total de entrada de efectivo?,3_Híbrido_Simple,1,1,1.0,1.0
Q83,¿Qué factor de salida se aplica a depósitos en cuentas transaccionales de personas físicas cubiertos por el IPAB?,3_Híbrido_Simple,1,5,0.38685280723454163,0.2
Q84,¿Cómo se registran las operaciones de compra-venta fecha valor para calcular el coeficiente de cobertura de liquidez?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q85,¿Cuál es la fórmula regulatoria para calcular el Coeficiente de Financiamiento Estable Neto y cómo debe expresarse el resultado porcentual?,3_Híbrido_Simple,1,1,1.0,1.0
Q86,¿Con qué periodicidad debe reportarse el CFEN al Banco de México y a qué fecha de cálculo corresponde?,3_Híbrido_Simple,1,1,1.0,1.0
Q87,¿Qué se entiende por Monto de Financiamiento Estable Disponible para efectos del CFEN?,3_Híbrido_Simple,1,1,1.0,1.0
Q88,¿Qué se entiende por Monto de Financiamiento Estable Requerido para efectos del CFEN?,3_Híbrido_Simple,1,1,1.0,1.0
Q89,"¿Qué factor de financiamiento estable disponible se asigna al capital fundamental, capital básico no fundamental y pasivos con plazo residual igual o mayor a un año?",3_Híbrido_Simple,1,1,1.0,1.0
Q90,¿Cuál es la definición de liquidez intradía según las herramientas de monitoreo del Comité de Basilea?,3_Híbrido_Simple,1,9,0.3010299956639812,0.1111111111111111
Q91,¿Cuáles son las principales fuentes propias de liquidez intradía que puede utilizar un banco durante el día hábil?,3_Híbrido_Simple,1,1,1.0,1.0
Q92,¿Cómo se define un escenario de tensión de contraparte?,3_Híbrido_Simple,1,1,1.0,1.0
Q93,¿Cómo se calcula el uso máximo diario de liquidez intradía a partir de la posición neta acumulada de pagos enviados y recibidos?,3_Híbrido_Simple,1,1,1.0,1.0
Q94,¿Qué son las obligaciones con horario específico y por qué su incumplimiento puede generar riesgo financiero o reputacional?,3_Híbrido_Simple,1,1,1.0,1.0
Q01,¿Para consumo no revolvente cómo se define el pago realizado?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q95,¿Cuál es la fórmula para calcular la Probabilidad de Incumplimiento (PI) de un crédito de nómina en Etapa 1 o 2?,3_Híbrido_Simple,1,4,0.43067655807339306,0.25
Q96,¿Bajo qué condiciones un crédito de nómina pasa directamente a Etapa 3 de riesgo?,3_Híbrido_Simple,1,1,1.0,1.0
Q97,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito y qué criterios deben seguir para la migración entre etapas?,3_Híbrido_Simple,1,1,1.0,1.0
Q98,¿Cuáles son los enfoques que las instituciones pueden adoptar para el cálculo de reservas preventivas y qué requisitos deben cumplir para cada enfoque?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q99,¿Cómo se determina la Probabilidad de Incumplimiento para créditos clasificados en etapa 3?,3_Híbrido_Simple,1,1,1.0,1.0
Q100,¿Qué criterios deben seguir las instituciones para migrar un crédito de una etapa de riesgo a otra?,3_Híbrido_Simple,1,1,1.0,1.0
Q101,¿Qué se consideraría un crédito personal?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q102,¿Qué tipos de garantías pueden ser consideradas por las instituciones para la estimación de la Severidad de la Pérdida de los créditos?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q103,¿Cómo deben las instituciones financieras clasificar los créditos en las etapas de riesgo de crédito según el incremento significativo del riesgo crediticio?,3_Híbrido_Simple,1,1,1.0,1.0
Q104,¿Qué se entiende por saldo a pagar?,3_Híbrido_Simple,1,2,0.6309297535714575,0.5
Q105,¿Cómo se determina la reservas para los créditos en etapa 2?,3_Híbrido_Simple,1,1,1.0,1.0
Q106,¿Cómo deben las instituciones calcular la Exposición al Incumplimiento para créditos donde el saldo es menor que el límite de crédito?,3_Híbrido_Simple,1,1,1.0,1.0
Q107,¿Se pueden reportar tasas de interés en cero?,3_Híbrido_Simple,1,6,0.3562071871080222,0.16666666666666666
Q108,¿Cuándo no exista información del acreditado en las sociedades de información crediticia que factor de riesgo se aplica?,3_Híbrido_Simple,1,1,1.0,1.0
